1,0.5,1,0.5,1,0.5,1,0,1,0.6,0,0.4,0,0.5,0,0.3,0,0.4,1,0.6,1,0,1,0.5,1,0.5,1,0,0,0.4,0,0.4,0,0.6,0,0.4,1,0.6,1,0.3,1,0.3,1,0.4,1,0,0,0.5,0,0,0,0.3,0,0.4,1,0.6,1,0,1,0.5,1,0.5,1,0.6,0,0,0,0.3,0,0.4,0,0.5,1,0.3,1,0,1,0.6,1,0.4,1,0.9678856,0.186628872,0.013709241,0.009496965,0.00419488,0.006532973
1,0.3,1,0.5,1,0,1,0,1,0.3,0,0.3,0,0.5,0,0.5,0,0.3,1,0,1,0.4,1,0.4,1,0.5,1,0.3,0,0,0,0.4,0,0.4,0,0.6,1,0.4,1,0.6,1,0.6,1,0.4,1,0.6,0,0.4,0,0.6,0,0.3,0,0.5,1,0,1,0.6,1,0,1,0,1,0.3,0,0,0,0.3,0,0.3,0,0.4,1,0.3,1,0.6,1,0.4,1,0.3,1,0.999629778,0.787061075,0.014807881,0.004573413,0.006960871,0.008692979
1,0,1,0.3,1,0.3,1,0.3,1,0.6,0,0.4,0,0.3,0,0.4,0,0.3,1,0.5,1,0.5,1,0,1,0.5,1,0.4,0,0.6,0,0,0,0,0,0.5,1,0.3,1,0,1,0.5,1,0,1,0.5,0,0.6,0,0.4,0,0,0,0,1,0.6,1,0.4,1,0.6,1,0.6,1,0.5,0,0.3,0,0.6,0,0.5,0,0.6,1,0.3,1,0.3,1,0.3,1,0.3,1,0.815894723,0.157153414,0.023432194,0.011407821,0.005961051,0.002845768
1,0.6,1,0.3,1,0.5,1,0,1,0.4,0,0.6,0,0,0,0,0,0.5,1,0.4,1,0.6,1,0.4,1,0,1,0.6,0,0.3,0,0.3,0,0,0,0.4,1,0.5,1,0.5,1,0,1,0.6,1,0.4,0,0.5,0,0.5,0,0,0,0.5,1,0.6,1,0.4,1,0.4,1,0.3,1,0,0,0.4,0,0.4,0,0.4,0,0.4,1,0.3,1,0.6,1,0.4,1,0.3,1,0.973006147,0.53942902,0.043343807,0.002389127,0.014395319,0.003410101
1,0,1,0.5,1,0.3,1,0,1,0.4,0,0.5,0,0.4,0,0.3,0,0,1,0,1,0.4,1,0.4,1,0.6,1,0.5,0,0.4,0,0.6,0,0.3,0,0.5,1,0.5,1,0,1,0.3,1,0.5,1,0.3,0,0.5,0,0.3,0,0.5,0,0.4,1,0.3,1,0.4,1,0.3,1,0,1,0.6,0,0,0,0.4,0,0.6,0,0.4,1,0.4,1,0,1,0.3,1,0.6,1,0.999999999,0.763574033,0.039017381,0.005091635,0.006002222,0.009133312
1,0.5,1,0.6,1,0.3,1,0,1,0.6,0,0.5,0,0.5,0,0.3,0,0,1,0.5,1,0,1,0.6,1,0.5,1,0.5,0,0,0,0.3,0,0.4,0,0.6,1,0.4,1,0.5,1,0.5,1,0.3,1,0,0,0.3,0,0,0,0.3,0,0.3,1,0,1,0.5,1,0.6,1,0.4,1,0.5,0,0.5,0,0.4,0,0.4,0,0,1,0.3,1,0.6,1,0.3,1,0.3,1,0.994929603,0.523258851,0.004538415,0.002440819,0.01466584,0.003085565
1,0.3,1,0.5,1,0.5,1,0,1,0.3,0,0,0,0.5,0,0.3,0,0.6,1,0,1,0,1,0.6,1,0.4,1,0.4,0,0.5,0,0.4,0,0.4,0,0.5,1,0.6,1,0,1,0.6,1,0.4,1,0.5,0,0.4,0,0.3,0,0.3,0,0.3,1,0.3,1,0,1,0.6,1,0.6,1,0,0,0.6,0,0.5,0,0.4,0,0.5,1,0.5,1,0,1,0.4,1,0.3,1,1,0.658815541,0.049094342,0.004257471,0.00838859,0.007580665
1,0.5,1,0.5,1,0.6,1,0.4,1,0.3,0,0,0,0,0,0.5,0,0.6,1,0.5,1,0,1,0.5,1,0.5,1,0,0,0.5,0,0.3,0,0.6,0,0.6,1,0.4,1,0.4,1,0.5,1,0.4,1,0.6,0,0.4,0,0.6,0,0.4,0,0.4,1,0.4,1,0.5,1,0,1,0,1,0.5,0,0.6,0,0,0,0,0,0.5,1,0.4,1,0.4,1,0.4,1,0.3,1,0.930086601,0.495818355,0.021491333,0.008445088,0.004275434,0.00750619
1,0.6,1,0.5,1,0.5,1,0.3,1,0,0,0.5,0,0.6,0,0.3,0,0,1,0,1,0.6,1,0.6,1,0.5,1,0.6,0,0,0,0.3,0,0.3,0,0.4,1,0.5,1,0.5,1,0.6,1,0.5,1,0,0,0.4,0,0.4,0,0,0,0.3,1,0,1,0,1,0.5,1,0.4,1,0.5,0,0.6,0,0.3,0,0.5,0,0.4,1,0.6,1,0.4,1,0.4,1,0.5,1,0.96650153,0.577550965,0.094546319,0.005703756,0.006547492,0.007978744
1,0,1,0.3,1,0.6,1,0.4,1,0.3,0,0,0,0.5,0,0.3,0,0,1,0.6,1,0.6,1,0.5,1,0.3,1,0.5,0,0,0,0.3,0,0.5,0,0.4,1,0,1,0,1,0.6,1,0.4,1,0.4,0,0.5,0,0.6,0,0.4,0,0.3,1,0.5,1,0.6,1,0,1,0.4,1,0,0,0.6,0,0.4,0,0.6,0,0.4,1,0.4,1,0.6,1,0.3,1,0.5,1,0.982638103,0.651927138,0.070460119,0.003377741,0.009814545,0.007029333
1,0.4,1,0.3,1,0.5,1,0.6,1,0.6,0,0.6,0,0.4,0,0.4,0,0.3,1,0.5,1,0.6,1,0.3,1,0.5,1,0,0,0.4,0,0.5,0,0.3,0,0,1,0.4,1,0.3,1,0.5,1,0.3,1,0,0,0,0,0,0,0.6,0,0.5,1,0.3,1,0.5,1,0.6,1,0.4,1,0.4,0,0.5,0,0,0,0.6,0,0.6,1,0,1,0.6,1,0,1,0.5,1,0.920410739,0.851079651,0.340554767,0.00136453,0.004670796,0.014158598
1,0,1,0.5,1,0.4,1,0,1,0.6,0,0.5,0,0.5,0,0.4,0,0.6,1,0,1,0.6,1,0.4,1,0.5,1,0.6,0,0.4,0,0,0,0.6,0,0.5,1,0.3,1,0.5,1,0.5,1,0.6,1,0.5,0,0,0,0,0,0.4,0,0.6,1,0.3,1,0.5,1,0.5,1,0.5,1,0.5,0,0,0,0.6,0,0.4,0,0.6,1,0.3,1,0.6,1,0,1,0.6,1,0.999421195,0.900013943,0.160353413,0.003836179,0.005010824,0.011370018
1,0,1,0.6,1,0.4,1,0.4,1,0.6,0,0.3,0,0,0,0.5,0,0.5,1,0.6,1,0.3,1,0.3,1,0.3,1,0.3,0,0.5,0,0,0,0.5,0,0.4,1,0.3,1,0.6,1,0,1,0,1,0.4,0,0,0,0.3,0,0.6,0,0.6,1,0.6,1,0.5,1,0.4,1,0.5,1,0,0,0.3,0,0.6,0,0.5,0,0,1,0.4,1,0.5,1,0.3,1,0.3,1,0.998601112,0.539767485,0.008138413,0.002774374,0.0135009,0.003926881
1,0.3,1,0,1,0.4,1,0.4,1,0.5,0,0.5,0,0.6,0,0.5,0,0.4,1,0.3,1,0.6,1,0,1,0.6,1,0.6,0,0.5,0,0.6,0,0.4,0,0,1,0.4,1,0,1,0.4,1,0.4,1,0.6,0,0,0,0.3,0,0,0,0.3,1,0.6,1,0.3,1,0.3,1,0.3,1,0,0,0.4,0,0.4,0,0.5,0,0.4,1,0.5,1,0.6,1,0,1,0.5,1,1,0.581683118,0.005400829,0.004663256,0.009064437,0.006499094
1,0.6,1,0.3,1,0.4,1,0.4,1,0.4,0,0,0,0.5,0,0.5,0,0.5,1,0.3,1,0,1,0,1,0.4,1,0.4,0,0.6,0,0.5,0,0.5,0,0.5,1,0.4,1,0.6,1,0.6,1,0.6,1,0,0,0.5,0,0.6,0,0,0,0.4,1,0.6,1,0,1,0.3,1,0.4,1,0.5,0,0.3,0,0,0,0.6,0,0.4,1,0.3,1,0.6,1,0,1,0.6,1,0.984666595,0.883614354,0.038222601,0.0073084,0.002934505,0.009976585
1,0.3,1,0.5,1,0.6,1,0,1,0,0,0.5,0,0.3,0,0,0,0.3,1,0.3,1,0.5,1,0.6,1,0.4,1,0,0,0.4,0,0,0,0.6,0,0.5,1,0.4,1,0.6,1,0.5,1,0.4,1,0.3,0,0.5,0,0.5,0,0.6,0,0.5,1,0.5,1,0.5,1,0.3,1,0,1,0.6,0,0,0,0,0,0.5,0,0.6,1,0.3,1,0.4,1,0.6,1,0.4,1,0.940970034,0.425448897,0.08368386,0.007513755,0.005835293,0.006881453
1,0.5,1,0.3,1,0.5,1,0,1,0.6,0,0,0,0.4,0,0,0,0.3,1,0.6,1,0.5,1,0.4,1,0.5,1,0.3,0,0.3,0,0.5,0,0.4,0,0.4,1,0.6,1,0,1,0.3,1,0.3,1,0.5,0,0.3,0,0.6,0,0.4,0,0,1,0.4,1,0,1,0.4,1,0.6,1,0.4,0,0.4,0,0.3,0,0,0,0.5,1,0.5,1,0,1,0.6,1,0.3,1,1,0.349161324,0.020007958,0.008070591,0.004748279,0.007409456
1,0.4,1,0.4,1,0,1,0.4,1,0.6,0,0.6,0,0.4,0,0.6,0,0.5,1,0,1,0.6,1,0.5,1,0.6,1,0.4,0,0,0,0.4,0,0.3,0,0.5,1,0,1,0.3,1,0.4,1,0.4,1,0.4,0,0.6,0,0.6,0,0,0,0,1,0.3,1,0.5,1,0.3,1,0.5,1,0.3,0,0.4,0,0.6,0,0.4,0,0.5,1,0,1,0.3,1,0.3,1,0,1,1,0.450708415,0.004724141,0.00361239,0.014241681,0.002341679
1,0.4,1,0,1,0.4,1,0,1,0.4,0,0.5,0,0.5,0,0.4,0,0.4,1,0.6,1,0.6,1,0.6,1,0,1,0.3,0,0.3,0,0.5,0,0,0,0.4,1,0.6,1,0.4,1,0.6,1,0.4,1,0,0,0.3,0,0.5,0,0.6,0,0.6,1,0,1,0.6,1,0.4,1,0.3,1,0.6,0,0.4,0,0.6,0,0.5,0,0.6,1,0.4,1,0,1,0.5,1,0,1,1,0.586506874,0.034174463,0.00280755,0.012171972,0.005231282
1,0,1,0.6,1,0,1,0.3,1,0.3,0,0.5,0,0.3,0,0.6,0,0.5,1,0.5,1,0.5,1,0.3,1,0.4,1,0.3,0,0.6,0,0.4,0,0.4,0,0.3,1,0.4,1,0,1,0.6,1,0.3,1,0,0,0,0,0.6,0,0.6,0,0.6,1,0,1,0.4,1,0.5,1,0.3,1,0.4,0,0.4,0,0.4,0,0.4,0,0,1,0.6,1,0,1,0.6,1,0.4,1,0.997221045,0.46591763,0.002606971,0.004432502,0.012152611,0.003627231
1,0.4,1,0.5,1,0.4,1,0.6,1,0.3,0,0.6,0,0.3,0,0.6,0,0.6,1,0.6,1,0.5,1,0.6,1,0.5,1,0,0,0.4,0,0.4,0,0.6,0,0,1,0.4,1,0.6,1,0,1,0.5,1,0.4,0,0.3,0,0.3,0,0.6,0,0.3,1,0,1,0.3,1,0,1,0.6,1,0,0,0.5,0,0.3,0,0.3,0,0.4,1,0.4,1,0,1,0,1,0.6,1,1,1,0.172915924,0.004604537,0.003238268,0.012367743
